VisitNumber,refund,purchase,TripType,Weekday
21047,0,4,7,1
21049,0,7,36,1
21050,0,6,36,1
21052,0,14,43,1
21053,0,9,5,1
21055,0,2,8,1
21057,0,27,21,1
21059,0,7,34,1
21060,0,3,31,1
21065,0,5,24,1
21069,1,1,999,1
21071,0,1,5,1
21072,0,13,37,1
21074,0,4,39,1
21075,0,17,25,1
21077,0,24,40,1
21078,1,13,39,1
21080,0,14,25,1
21082,0,2,8,1
21083,0,6,24,1
21084,0,7,39,1
21085,0,2,8,1
21089,3,0,999,1
21090,0,6,39,1
21091,0,1,8,1
21098,0,2,999,1
21101,0,2,3,1
21102,0,6,39,1
21103,0,6,38,1
21105,0,2,7,1
21109,0,1,8,1
21112,0,7,31,1
21113,0,1,3,1
21119,0,18,38,1
21122,1,4,25,1
21123,0,1,5,1
21124,0,9,37,1
21125,0,1,8,1
21126,0,25,40,1
21127,0,32,40,1
21129,0,4,24,1
21133,0,2,3,1
21134,0,20,15,1
21135,0,1,3,1
21137,1,10,7,1
21138,0,7,39,1
21141,0,4,29,1
21143,0,3,36,1
21144,0,33,42,1
21145,0,5,38,1
21152,0,14,24,1
21153,0,3,9,1
21156,2,0,999,1
21158,0,5,30,1
21164,0,3,36,1
21169,0,2,25,1
21173,0,1,8,1
21177,0,1,8,1
21179,0,15,43,1
21180,0,17,39,1
21181,0,6,36,1
21182,1,15,37,1
21183,0,1,3,1
21190,0,1,3,1
21192,0,4,39,1
21194,1,0,999,1
21195,0,3,5,1
21196,0,5,33,1
21198,0,2,8,1
21199,0,11,42,1
21200,0,11,38,1
21202,0,4,3,1
21204,0,6,38,1
21206,0,2,8,1
21207,0,2,9,1
21208,0,6,24,1
21210,0,3,9,1
21212,0,11,33,1
21214,0,1,9,1
21215,0,6,39,1
21218,0,2,8,1
21221,0,2,8,1
21222,0,17,36,1
21224,0,2,9,1
21226,0,8,39,1
21227,0,8,36,1
21228,0,6,39,1
21230,0,11,39,1
21231,0,2,3,1
21232,0,10,22,1
21236,0,1,9,1
21237,0,4,7,1
21238,0,5,36,1
21239,0,5,38,1
21240,1,1,999,1
21241,0,1,8,1
21246,0,4,35,1
21247,0,2,3,1
21248,0,2,19,1
21252,3,0,999,1
21260,0,1,8,1
21262,2,18,43,1
21265,0,3,9,1
21266,0,9,39,1
21268,1,0,999,1
21273,0,17,39,1
21278,0,1,7,1
21279,0,7,33,1
21281,2,15,36,1
21284,1,14,39,1
21299,0,2,4,1
21300,0,22,33,1
21301,0,6,7,1
21302,0,3,3,1
21304,0,2,7,1
21313,1,2,5,1
21314,0,6,25,1
21317,0,4,25,1
21319,3,3,999,1
21320,0,12,7,1
21321,0,1,8,1
21324,0,4,25,1
21325,0,14,21,1
21329,0,14,5,1
21331,0,1,8,1
21339,0,7,32,1
21343,0,4,38,1
21344,0,21,40,1
21345,1,54,40,1
21347,0,2,7,1
21349,0,2,8,1
21350,0,61,40,1
21352,0,29,40,1
21353,0,1,9,1
21354,0,2,999,1
21358,0,10,39,1
21365,0,2,5,1
21369,0,9,15,1
21375,0,2,3,1
21377,3,0,999,1
21378,0,2,9,1
21379,0,2,8,1
21381,0,2,7,1
21382,0,8,5,1
21384,0,12,39,1
21385,1,20,39,1
21386,0,12,39,1
21388,0,3,8,1
21391,0,2,7,1
21392,0,1,3,1
21394,0,11,39,1
21395,0,4,35,1
21396,0,32,21,1
21399,0,14,32,1
21400,0,2,3,1
21401,0,5,39,1
21402,0,1,7,1
21408,0,4,32,1
21409,0,11,25,1
21410,0,1,8,1
21415,0,5,7,1
21417,0,3,9,1
21418,0,4,39,1
21419,0,1,5,1
21421,0,2,9,1
21423,0,4,30,1
21425,0,7,32,1
21427,1,23,32,1
21428,0,1,9,1
21429,0,1,19,1
21435,0,6,18,1
21437,0,50,40,1
21438,0,4,25,1
21440,0,6,25,1
21443,0,7,39,1
21444,0,15,39,1
21445,0,3,7,1
21447,0,1,3,1
21450,1,0,999,1
21452,0,2,3,1
21457,0,1,7,1
21460,0,1,8,1
21461,0,3,8,1
21462,1,0,999,1
21466,0,41,40,1
21467,1,8,38,1
21468,0,11,39,1
21471,0,1,999,1
21472,0,4,5,1
21473,0,4,25,1
21474,0,12,21,1
21476,0,14,39,1
21478,1,0,999,1
21479,0,4,32,1
21481,0,5,39,1
21482,0,7,35,1
21484,0,8,7,1
21487,0,5,35,1
21488,0,3,32,1
21491,0,9,39,1
21493,0,31,44,1
21494,0,15,18,1
21497,0,2,8,1
21499,0,12,32,1
21501,0,1,5,1
21504,0,10,5,1
21505,0,1,3,1
21512,0,2,8,1
21513,0,50,40,1
21514,0,2,25,1
21515,1,1,999,1
21516,0,2,3,1
21518,0,2,8,1
21520,0,5,33,1
21525,1,3,9,1
21527,0,5,42,1
21529,0,16,44,1
21530,0,2,8,1
21531,0,12,33,1
21533,0,27,40,1
21534,0,6,43,1
21535,0,6,15,1
21536,0,3,8,1
21537,0,3,37,1
21540,0,9,37,1
21544,0,10,39,1
21545,1,7,38,1
21546,0,4,19,1
21549,0,13,39,1
21552,0,27,25,1
21553,0,2,9,1
21556,0,7,39,1
21559,0,10,39,1
21563,0,3,31,1
21567,0,3,8,1
21572,0,1,7,1
21573,0,2,3,1
21575,0,3,8,1
21576,0,28,42,1
21578,0,37,40,1
21579,1,18,33,1
21580,0,4,25,1
21581,0,1,31,1
21582,0,2,5,1
21583,0,1,9,1
21584,0,2,7,1
21587,0,6,24,1
21589,0,1,9,1
21590,0,1,9,1
21592,1,5,33,1
21593,0,78,40,1
21595,0,20,40,1
21596,0,5,38,1
21598,0,3,9,1
21605,0,6,24,1
21609,0,40,44,1
21610,0,7,39,1
21614,0,20,41,1
21616,0,5,39,1
21618,0,10,39,1
21619,0,4,25,1
21622,0,17,39,1
21624,0,6,3,1
21627,0,14,42,1
21628,0,8,38,1
21629,0,13,25,1
21630,0,3,7,1
21631,0,1,9,1
21633,0,10,25,1
21635,2,2,999,1
21636,0,1,8,1
21637,2,0,999,1
21643,0,14,32,1
21645,5,3,999,1
21646,0,8,37,1
21651,2,0,999,1
21654,0,7,25,1
21656,0,2,999,1
21659,0,2,3,1
21661,0,11,27,1
21662,0,12,39,1
21663,0,2,8,1
21665,0,29,40,1
21666,0,3,32,1
21667,0,3,8,1
21668,0,8,39,1
21669,0,3,32,1
21673,0,8,38,1
21677,0,1,8,1
21679,0,2,3,1
21680,0,35,44,1
21681,0,3,8,1
21683,0,54,40,1
21687,1,33,40,1
21688,0,10,25,1
21689,0,13,39,1
21690,0,3,8,1
21691,0,17,39,1
21692,0,6,37,1
21693,0,7,39,1
21695,0,3,30,1
21698,0,17,5,1
21700,0,15,38,1
21703,0,2,7,1
21704,0,47,40,1
21707,0,6,5,1
21711,0,9,7,1
21713,0,4,37,1
21714,0,8,5,1
21716,0,5,7,1
21720,0,67,40,1
21721,0,1,9,1
21722,0,5,32,1
21723,0,30,42,1
21725,1,12,43,1
21726,0,1,7,1
21729,0,2,7,1
21734,0,2,24,1
21735,0,1,8,1
21736,0,15,25,1
21737,0,7,26,1
21739,0,5,38,1
21741,1,58,40,1
21742,1,0,999,1
21745,0,34,40,1
21746,0,21,40,1
21747,0,1,22,1
21750,0,1,8,1
21754,0,13,27,1
21756,0,1,8,1
21759,0,1,8,1
21760,0,3,8,1
21762,0,2,9,1
21764,0,4,25,1
21770,0,17,24,1
21772,0,2,8,1
21774,0,24,40,1
21776,0,35,40,1
21777,0,2,8,1
21780,0,3,33,1
21781,0,1,9,1
21782,0,6,39,1
21788,0,62,40,1
21790,0,5,35,1
21791,0,1,3,1
21794,0,26,40,1
21795,0,1,8,1
21796,0,1,8,1
21797,0,5,25,1
21798,0,2,8,1
21799,0,9,43,1
21800,1,5,39,1
21801,0,5,36,1
21802,0,15,37,1
21803,0,2,7,1
21811,0,5,7,1
21815,0,5,15,1
21817,0,27,40,1
21818,0,3,8,1
21819,0,3,29,1
21821,2,2,999,1
21822,0,3,8,1
21827,0,10,43,1
21830,0,1,8,1
21833,0,4,42,1
21834,0,11,35,1
21835,0,2,7,1
21837,0,20,37,1
21840,0,3,7,1
21841,0,13,38,1
21842,0,1,9,1
21843,0,23,40,1
21846,0,14,37,1
21848,0,19,39,1
21849,0,10,37,1
21851,0,2,3,1
21852,0,2,8,1
21854,0,1,8,1
21855,0,33,38,1
21859,0,2,8,1
21863,0,2,8,1
21865,0,1,4,1
21868,0,3,24,1
21870,0,2,8,1
21871,0,2,999,1
21872,1,2,8,1
21874,0,3,34,1
21876,0,7,25,1
21877,1,1,999,1
21880,0,4,7,1
21881,0,8,37,1
21883,0,2,9,1
21884,1,22,41,1
21889,0,2,3,1
21894,0,30,40,1
21895,0,13,25,1
21900,0,2,5,1
21901,1,0,999,1
21902,0,2,25,1
21906,0,5,5,1
21907,0,2,3,1
21908,1,0,999,1
21911,0,1,9,1
21912,0,2,3,1
21915,0,3,8,1
21919,0,2,4,1
21920,0,2,999,1
21921,0,14,41,1
21922,0,9,43,1
21924,0,29,40,1
21927,0,1,9,1
21928,0,6,25,1
21929,0,9,24,1
21930,1,2,7,1
21932,0,6,33,1
21936,0,3,7,1
21937,1,0,999,1
21939,2,0,999,1
21940,0,11,24,1
21945,0,6,7,1
21946,0,2,24,1
21949,2,0,999,1
21952,2,0,999,1
21954,0,10,43,1
21955,1,0,999,1
21956,0,17,39,1
21958,0,11,43,1
21959,0,11,39,1
21961,0,8,27,1
21964,0,5,7,1
21968,0,8,38,1
21969,0,2,3,1
21971,0,1,9,1
21972,0,1,3,1
21975,1,15,39,1
21976,0,1,8,1
21978,0,20,40,1
21979,0,20,40,1
21981,0,3,999,1
21983,0,13,37,1
21984,0,3,5,1
21985,0,1,3,1
21986,1,0,999,1
21989,0,67,40,1
21994,2,2,999,1
21998,0,1,9,1
21999,0,17,32,1
22007,0,5,25,1
22008,0,2,999,1
22009,0,4,26,1
22010,0,4,33,1
22013,0,1,9,1
22014,0,3,5,1
22015,2,2,999,1
22016,0,29,37,1
22017,0,6,5,1
22018,0,9,39,1
22020,0,2,8,1
22021,0,20,24,1
22022,0,15,39,1
22025,0,2,8,1
22026,0,11,34,1
22027,0,4,15,1
22028,0,16,42,1
22029,0,4,35,1
22034,1,17,5,1
22035,0,3,8,1
22037,0,3,25,1
22039,0,8,39,1
22040,1,8,25,1
22041,0,2,8,1
22047,3,13,25,1
22048,0,2,3,1
22050,0,74,40,1
22053,0,7,35,1
22057,0,1,9,1
22058,0,2,3,1
22059,0,29,15,1
22060,0,9,35,1
22061,0,3,5,1
22064,0,30,38,1
22066,0,1,8,1
22070,0,11,31,1
22073,0,6,24,1
22076,0,9,38,1
22077,0,2,32,1
22079,0,3,37,1
22081,0,2,3,1
22082,0,27,37,1
22083,0,1,5,1
22085,0,3,8,1
22086,0,8,43,1
22088,0,2,8,1
22089,0,3,8,1
22091,0,7,36,1
22093,0,1,23,1
22097,0,3,5,1
22099,0,5,25,1
22101,0,1,22,1
22102,0,12,43,1
22103,0,5,7,1
22104,0,8,32,1
22106,1,16,44,1
22108,0,12,39,1
22110,0,3,7,1
22111,0,10,7,1
22112,0,8,7,1
22115,0,2,8,1
22116,0,1,8,1
22117,0,3,9,1
22118,0,2,3,1
22119,0,16,38,1
22121,0,8,37,1
22122,0,2,3,1
22124,0,1,5,1
22128,0,13,39,1
22130,0,13,999,1
22131,0,4,26,1
22132,0,2,999,1
22133,0,8,5,1
22134,0,13,32,1
22140,0,2,42,1
22141,0,14,39,1
22144,0,5,39,1
22146,0,10,39,1
22149,0,3,27,1
22150,1,9,43,1
22151,0,5,39,1
22153,0,2,3,1
22156,0,7,30,1
22157,1,0,999,1
22158,0,12,39,1
22159,1,7,25,1
22160,0,18,39,1
22162,0,17,39,1
22165,0,3,25,1
22166,0,2,22,1
22167,0,1,7,1
22170,0,6,39,1
22172,0,2,3,1
22175,0,8,37,1
22176,0,8,7,1
22177,0,2,7,1
22178,0,4,38,1
22179,0,8,38,1
22181,0,1,9,1
22183,0,8,38,1
22185,0,2,8,1
22187,0,3,7,1
22189,0,2,5,1
22193,0,6,30,1
22194,0,1,9,1
22195,0,4,37,1
22197,0,9,7,1
22198,0,38,32,1
22199,0,1,9,1
22200,1,0,999,1
22204,0,13,19,1
22206,0,3,30,1
22207,1,0,999,1
22208,0,2,5,1
22213,0,8,38,1
22214,0,1,8,1
22215,0,14,39,1
22216,5,8,37,1
22218,0,5,32,1
22220,0,9,7,1
22223,0,2,999,1
22224,1,0,999,1
22227,0,29,38,1
22228,0,2,5,1
22230,0,10,38,1
22232,0,3,27,1
22233,0,1,8,1
22234,0,2,8,1
22235,0,1,8,1
22238,0,35,40,1
22239,0,2,3,1
22240,0,1,8,1
22242,0,8,24,1
22243,0,4,7,1
22244,1,1,999,1
22249,0,6,32,1
22252,0,10,34,1
22253,0,13,39,1
22257,0,1,8,1
22258,0,1,9,1
22259,0,2,8,1
22260,0,3,5,1
22261,1,0,999,1
22266,0,2,5,1
22267,2,26,40,1
22268,0,1,6,1
22270,0,38,40,1
22272,0,6,39,1
22273,0,12,39,1
22274,0,10,27,1
22281,0,22,37,1
22282,0,7,25,1
22285,1,1,999,1
22287,0,2,30,1
22293,0,3,7,1
22294,0,3,8,1
22299,0,5,25,1
22300,0,21,24,1
22301,0,9,39,1
22302,1,1,999,1
22303,0,6,30,1
22304,0,3,9,1
22308,0,2,3,1
22310,0,19,27,1
22312,0,19,44,1
22313,0,15,39,1
22314,0,6,5,1
22317,1,3,20,1
22318,0,1,5,1
22322,0,1,8,1
22328,1,20,44,1
22329,0,30,37,1
22330,0,14,37,1
22331,0,37,40,1
22336,0,5,25,1
22337,0,1,5,1
22338,0,24,40,1
22339,0,1,3,1
22340,0,7,38,1
22341,0,2,8,1
22342,0,6,39,1
22346,0,1,5,1
22347,0,3,28,1
22350,0,5,41,1
22351,0,1,9,1
22353,1,25,40,1
22354,0,3,8,1
22356,0,15,27,1
22357,0,3,8,1
22361,1,0,999,1
22362,0,2,37,1
22365,1,6,38,1
22366,0,4,7,1
22368,0,4,26,1
22370,0,2,9,1
22372,0,8,7,1
22373,0,65,40,1
22375,0,2,8,1
22376,0,13,39,1
22378,0,1,7,1
22381,1,25,37,1
22382,0,2,8,1
22384,0,1,8,1
22389,0,6,39,1
22390,0,2,9,1
22392,0,33,40,1
22393,0,1,8,1
22394,0,1,9,1
22396,0,5,6,1
22402,0,16,37,1
22404,0,14,42,1
22405,0,8,37,1
22406,0,6,36,1
22410,0,5,7,1
22411,0,1,9,1
22412,0,33,40,1
22413,0,1,8,1
22414,0,4,27,1
22416,1,0,999,1
22418,0,3,7,1
22419,0,6,27,1
22422,0,21,40,1
22425,0,5,7,1
22426,0,1,7,1
22427,0,2,3,1
22429,0,17,38,1
22432,1,16,42,1
22435,0,33,40,1
22437,0,18,39,1
22439,0,18,40,1
22441,0,1,8,1
22443,0,1,999,1
22445,0,55,40,1
22446,0,7,39,1
22447,1,1,999,1
22448,0,1,5,1
22449,0,7,39,1
22451,0,5,38,1
22452,0,16,39,1
22453,0,13,7,1
22458,0,4,37,1
22461,0,3,5,1
22463,0,27,25,1
22464,0,30,40,1
22465,0,3,20,1
22470,0,1,9,1
22472,0,26,40,1
22475,0,1,5,1
22476,0,1,5,1
22477,0,5,30,1
22478,0,1,9,1
22479,0,1,7,1
22481,0,7,15,1
22482,0,4,25,1
22483,0,2,5,1
22485,1,0,999,1
22486,0,2,7,1
22487,0,2,999,1
22494,0,3,5,1
22495,0,3,8,1
22497,2,15,25,1
22499,0,20,40,1
22502,0,1,8,1
22503,2,0,999,1
22505,0,3,8,1
22507,0,5,36,1
22509,0,3,7,1
22510,0,1,5,1
22511,0,2,999,1
22512,0,2,22,1
22513,1,0,999,1
22520,0,25,40,1
22522,0,11,35,1
22526,0,5,25,1
22527,0,2,8,1
22528,0,3,8,1
22530,0,7,38,1
22531,0,3,8,1
22532,0,6,24,1
22533,0,51,40,1
22534,0,5,7,1
22538,0,3,7,1
22539,0,11,39,1
22540,0,3,27,1
22543,0,2,999,1
22544,0,3,8,1
22545,0,6,15,1
22550,0,2,9,1
22551,0,2,9,1
22554,0,32,40,1
22555,0,2,9,1
22556,0,3,24,1
22557,0,3,8,1
22558,0,8,33,1
22559,1,0,999,1
22561,3,0,999,1
22564,0,46,40,1
22567,0,1,8,1
22569,0,7,25,1
22571,0,19,24,1
22573,0,2,999,1
22574,0,1,9,1
22575,1,23,32,1
22582,0,3,8,1
22583,2,25,38,1
22584,0,15,999,1
22585,0,3,5,1
22586,0,2,8,1
22588,0,14,37,1
22589,0,9,7,1
22591,0,2,8,1
22592,0,2,999,1
22597,1,1,999,1
22598,0,7,39,1
22599,0,1,9,1
22602,0,2,999,1
22603,0,1,5,1
22605,0,7,36,1
22607,0,4,39,1
22609,0,1,9,1
22614,0,10,39,1
22615,0,3,4,1
22616,0,22,7,1
22620,0,1,29,1
22622,0,3,30,1
22624,0,3,29,1
22627,0,1,5,1
22630,0,1,3,1
22631,0,4,33,1
22634,0,1,9,1
22636,0,14,39,1
22637,0,1,8,1
22641,0,6,25,1
22644,0,8,41,1
22646,0,3,5,1
22648,1,8,38,1
22651,0,2,3,1
22652,0,1,5,1
22654,0,1,8,1
22655,0,2,8,1
22660,0,2,9,1
22661,0,23,37,1
22664,0,13,37,1
22667,0,26,40,1
22668,0,1,8,1
22669,0,2,3,1
22670,0,1,8,1
22672,0,7,36,1
22674,0,10,39,1
22676,0,7,7,1
22677,0,23,40,1
22678,0,1,5,1
22679,0,5,41,1
22681,0,1,8,1
22682,0,22,40,1
22683,1,2,3,1
22689,1,0,999,1
22690,0,5,36,1
22691,0,4,39,1
22692,0,3,9,1
22694,0,2,8,1
22695,0,1,8,1
22696,0,1,9,1
22697,0,15,39,1
22705,0,1,8,1
22706,0,16,39,1
22712,1,0,999,1
22714,0,1,6,1
22715,1,0,999,1
22720,0,14,33,1
22722,0,20,40,1
22723,1,0,999,1
22724,0,8,22,1
22725,0,2,9,1
22727,0,9,7,1
22728,0,14,39,1
22729,0,10,38,1
22731,0,4,24,1
22733,0,6,5,1
22734,1,0,999,1
22736,0,11,44,1
22738,0,2,3,1
22741,0,5,35,1
22742,0,10,38,1
22743,0,4,36,1
22746,0,2,9,1
22749,0,13,5,1
22752,0,2,7,1
22754,0,2,8,1
22761,0,2,3,1
22764,0,1,5,1
22765,0,13,7,1
22766,0,14,39,1
22767,1,1,999,1
22768,0,2,3,1
22769,0,4,8,1
22770,0,6,37,1
22771,0,4,5,1
22772,0,1,5,1
22773,0,1,8,1
22776,0,1,5,1
22777,0,16,39,1
22778,0,11,39,1
22779,0,2,32,1
22780,0,3,24,1
22789,0,2,9,1
22791,0,10,25,1
22793,0,2,8,1
22794,2,18,39,1
22795,4,0,999,1
22801,0,11,25,1
22802,0,8,39,1
22803,0,4,38,1
22808,0,3,8,1
22809,0,3,3,1
22812,0,9,39,1
22814,0,2,3,1
22816,0,15,39,1
22818,0,1,8,1
22822,0,2,8,1
22824,0,2,999,1
22826,0,12,37,1
22828,0,1,7,1
22832,0,48,40,1
22833,0,6,41,1
22834,0,5,24,1
22838,0,4,35,1
22839,1,3,8,1
22840,0,2,999,1
22841,0,2,8,1
22847,0,13,39,1
22848,0,4,34,1
22851,0,4,22,1
22852,0,5,25,1
22853,1,0,999,1
22855,0,3,8,1
22856,0,2,8,1
22859,0,24,40,1
22860,1,9,5,1
22861,0,4,25,1
22862,0,4,26,1
22863,0,1,9,1
22864,0,5,39,1
22865,0,2,999,1
22866,0,16,44,1
22869,0,5,30,1
22871,0,4,36,1
22872,4,1,999,1
22873,0,1,8,1
22874,0,1,8,1
22875,0,1,9,1
22877,0,1,8,1
22879,0,3,22,1
22890,0,6,5,1
22893,1,13,42,1
22895,0,1,8,1
22896,1,1,999,1
22897,0,1,7,1
22898,0,2,3,1
22899,0,2,8,1
22900,0,4,38,1
22904,0,8,44,1
22905,0,8,39,1
22906,0,4,31,1
22908,2,2,999,1
22912,0,5,24,1
22913,0,10,36,1
22914,0,6,33,1
22916,0,12,32,1
22917,0,5,5,1
22919,0,2,9,1
22923,0,2,9,1
22926,0,3,8,1
22927,0,1,999,1
22935,0,2,3,1
22939,0,2,9,1
22941,1,0,999,1
22944,1,0,999,1
22946,0,19,35,1
22948,1,0,999,1
22950,0,5,15,1
22951,0,37,40,1
22952,0,4,35,1
22953,0,2,9,1
22954,0,10,24,1
22955,0,1,8,1
22960,1,12,25,1
22961,0,4,3,1
22962,0,3,5,1
22965,0,2,8,1
22968,0,13,39,1
22969,1,23,40,1
22971,0,5,20,1
22973,0,3,9,1
22974,0,4,22,1
22975,0,6,38,1
22976,0,3,8,1
22978,0,16,40,1
22980,0,12,39,1
22982,0,1,30,1
22985,0,21,40,1
22987,0,2,3,1
22988,0,6,37,1
22989,0,11,32,1
22991,0,7,39,1
22992,0,21,42,1
22995,1,0,999,1
22997,0,1,8,1
22998,0,4,8,1
22999,1,4,7,1
23000,0,7,31,1
23002,0,66,40,1
23004,0,2,8,1
23005,0,5,25,1
23007,0,2,9,1
23010,0,3,22,1
23011,2,0,999,1
23013,0,15,7,1
23014,0,9,39,1
23015,0,15,27,1
23022,0,28,40,1
23025,1,1,999,1
23030,0,2,9,1
23031,0,2,3,1
23032,0,1,8,1
23034,0,7,39,1
23036,0,2,7,1
23037,0,4,25,1
23040,0,3,7,1
23041,0,2,7,1
23042,1,8,36,1
23044,1,4,32,1
23046,0,2,8,1
23049,0,4,35,1
23051,1,0,999,1
23053,0,2,3,1
23055,1,32,40,1
23060,0,1,9,1
23066,0,1,5,1
23067,0,13,39,1
23070,2,3,8,1
23071,1,5,37,1
23074,0,7,38,1
23080,0,1,9,1
23082,0,2,3,1
23084,0,10,7,1
23087,0,4,25,1
23090,0,1,3,1
23091,0,12,35,1
23092,0,12,27,1
23093,0,15,39,1
23094,0,9,39,1
23096,0,3,8,1
23097,0,6,39,1
23098,0,6,39,1
23099,0,7,39,1
23100,0,10,35,1
23101,1,61,40,1
23103,0,3,7,1
23105,0,2,3,1
23107,3,14,33,1
23109,0,1,9,1
23111,0,24,40,1
23112,0,8,7,1
23114,0,18,39,1
23116,0,1,6,1
23118,0,5,22,1
23120,0,1,9,1
23124,0,3,7,1
23125,0,12,39,1
23126,0,6,22,1
23127,0,12,15,1
23133,0,2,8,1
23134,0,3,8,1
23135,0,18,40,1
23136,0,5,5,1
23137,0,3,5,1
23139,0,6,39,1
23144,0,22,40,1
23148,0,3,8,1
23149,0,2,8,1
23153,0,3,38,1
23154,0,5,34,1
23155,0,16,42,1
23156,0,2,3,1
23157,0,1,9,1
23158,0,20,40,1
23159,1,0,999,1
23160,0,24,25,1
23164,0,2,3,1
23165,1,1,999,1
23172,3,3,999,1
23175,0,9,25,1
23177,1,0,999,1
23183,0,1,8,1
23184,1,53,40,1
23185,0,29,42,1
23186,0,11,38,1
23189,0,1,9,1
23191,0,5,999,1
23194,1,0,999,1
23197,0,2,8,1
23198,0,2,3,1
23199,0,15,25,1
23201,0,1,7,1
23205,0,9,39,1
23206,0,2,8,1
23207,0,28,37,1
23208,0,1,22,1
23210,0,2,37,1
23213,0,11,36,1
23214,0,4,22,1
23217,1,0,999,1
23218,0,2,9,1
23220,1,0,999,1
23223,0,3,7,1
23224,0,6,36,1
23225,0,2,9,1
23229,1,4,8,1
23230,0,5,38,1
23234,1,1,999,1
23238,0,6,5,1
23239,1,9,39,1
23240,0,8,41,1
23244,0,4,38,1
23246,1,1,999,1
23248,1,41,40,1
23249,0,2,3,1
23251,0,6,42,1
23253,0,6,35,1
23254,0,3,6,1
23256,1,0,999,1
23257,0,2,3,1
23260,0,2,8,1
23261,0,14,44,1
23264,2,0,999,1
23265,0,13,39,1
23267,0,14,32,1
23268,0,5,39,1
23269,2,6,36,1
23272,1,0,999,1
23273,0,11,39,1
23275,1,0,999,1
23276,0,5,39,1
23279,1,0,999,1
23280,0,1,8,1
23281,0,2,999,1
23283,0,1,8,1
23285,0,3,7,1
23287,0,4,5,1
23289,0,18,39,1
23290,0,15,39,1
23291,1,0,999,1
23292,0,1,5,1
23296,0,2,8,1
23300,0,2,5,1
23304,1,0,999,1
23305,2,10,33,1
23306,0,2,24,1
23307,0,5,42,1
23311,4,0,999,1
23314,0,8,39,1
23315,0,2,3,1
23319,0,1,8,1
23321,0,1,26,1
23322,0,2,3,1
23326,0,29,40,1
23327,0,2,8,1
23332,0,1,999,1
23333,0,8,15,1
23334,0,5,6,1
23335,1,0,999,1
23336,0,1,9,1
23337,1,5,5,1
23340,0,5,25,1
23342,0,5,25,1
23343,0,9,25,1
23348,0,5,38,1
23351,0,4,15,1
23352,0,6,25,1
23354,0,7,36,1
23355,0,1,8,1
23357,0,4,26,1
23358,0,6,24,1
23363,0,1,8,1
23365,0,2,7,1
23367,0,1,8,1
23369,0,1,8,1
23372,0,17,38,1
23377,0,1,8,1
23380,0,15,42,1
23381,1,0,999,1
23382,1,0,999,1
23383,0,5,20,1
23386,0,3,8,1
23387,0,3,8,1
23388,0,4,39,1
23390,0,10,24,1
23392,0,4,36,1
23397,0,4,15,1
23398,0,17,39,1
23401,0,2,8,1
23402,0,5,43,1
23405,0,3,7,1
23406,2,2,999,1
23409,0,2,6,1
23410,0,3,9,1
23411,0,11,42,1
23415,0,8,38,1
23416,0,21,40,1
23417,0,2,9,1
23418,1,9,39,1
23419,0,11,44,1
23421,0,6,24,1
23425,0,5,5,1
23428,1,0,999,1
23429,0,1,999,1
23431,0,1,3,1
23434,7,27,40,1
23437,0,6,43,1
23438,0,17,39,1
23439,0,6,6,1
23440,0,5,36,1
23441,0,5,7,1
23442,0,1,9,1
23443,0,9,7,1
23445,0,6,7,1
23448,0,3,9,1
23449,0,2,8,1
23452,0,6,7,1
23453,0,1,8,1
23454,0,8,39,1
23456,2,53,40,1
23457,0,7,36,1
23458,0,4,39,1
23459,0,1,9,1
23461,0,2,8,1
23463,0,3,8,1
23464,0,1,9,1
23468,0,2,7,1
23469,0,38,40,1
23470,0,3,8,1
23471,0,1,9,1
23472,0,26,40,1
23474,0,3,8,1
23475,0,8,39,1
23477,0,24,40,1
23478,0,8,36,1
23480,1,3,8,1
23481,0,1,8,1
23483,0,14,37,1
23486,0,1,8,1
23488,0,5,39,1
23490,1,0,999,1
23493,0,8,26,1
23494,0,3,9,1
23498,0,23,40,1
23499,0,2,3,1
23501,0,6,4,1
23507,0,17,39,1
23510,0,4,31,1
23512,0,19,44,1
23515,0,11,39,1
23516,0,5,41,1
23519,0,7,38,1
23520,0,6,5,1
23523,0,6,39,1
23527,1,1,999,1
23528,0,5,39,1
23531,0,11,42,1
23533,1,0,999,1
23539,0,6,21,1
23540,2,0,999,1
23541,0,14,39,1
23543,2,5,7,1
23544,0,25,40,1
23545,0,2,31,1
23548,0,2,8,1
23550,0,13,39,1
23552,0,39,40,1
23553,0,22,42,1
23558,0,3,9,1
23559,0,15,37,1
23560,0,1,8,1
23563,0,31,40,1
23564,0,3,32,1
23565,0,8,36,1
23566,0,6,18,1
23574,0,1,8,1
23575,1,0,999,1
23576,0,13,25,1
23578,0,7,32,1
23579,0,39,40,1
23580,0,1,7,1
23583,0,1,8,1
23585,0,4,42,1
23587,0,4,33,1
23589,0,1,9,1
23590,0,5,42,1
23600,0,12,39,1
23601,0,2,8,1
23603,0,3,32,1
23607,0,1,8,1
23608,0,9,39,1
23610,0,2,999,1
23613,0,10,39,1
23617,0,4,35,1
23618,0,28,44,1
23621,1,3,5,1
23622,0,10,39,1
23623,0,8,21,1
23624,0,3,22,1
23625,0,1,9,1
23626,2,25,44,1
23627,0,22,40,1
23628,0,16,39,1
23632,0,4,25,1
23633,0,6,18,1
23635,0,10,27,1
23637,0,7,39,1
23639,1,13,43,1
23640,0,22,40,1
23643,0,5,39,1
